
   The included below is "mass table" calculated with the NL3* covariant 
energy density functional. It represent a part of the study of the global
performance of covariant energy density functionals and assesment of 
related systematic theoretical uncertainties. The major results of this
study are presented in the following publication: 

      S. E. Agbemava, A. V. Afanasjev, D. Ray and P. Ring,
     "Global performance of covariant energy density functionals: 
      Ground state observables of even-even nuclei and the estimate 
      of theoretical uncertainties", 
      Physical Review C 89, 054320 (2014)

with additional analysis provided in two follow-up publications 

      A.V.Afanasjev and S.E.Agbemava,
      "Covariant energy density functionals: Nuclear matter constraints 
       and global ground state properties"
      Phys. Rev. C 93, 054310 (2016)

      A.V. Afanasjev, S.E. Agbemava, D. Ray and P.Ring,
      "Neutron drip line: Single-particle degrees of freedom and
      pairing properties as sources of theoretical uncertainties"
      Phys. Rev. C 91, 014324 (2015).

 
  If you have questions, please, contact Anatoli Afanasjev at 
           Anatoli.Afanasjev@gmail.com

------------------------------------------------------------------------

  THE NOTATION OF THE OBSERVABLES INCLUDED INTO TABLE
 
  Z    - proton number
  N    - neutron number
 def   - equilibrium quadrupole deformation
  E    - total binding energy  (in MeV)
Lam_n  - neutron chemical potential  (in MeV)
Lam_p  - proton chemical potential (in MeV)
Ep_n   - neutron pairing energy  (in MeV)
Ep_p   - proton pairing energy  (in MeV)
Rc     - charge radius  (in fm)
B2_n   - neutron quadrupole deformation
B2_p   - proton quadrupole deformation
B4_n   - neutron hexadecapole deformation
B4_p   - neutron hexadecapole deformation
R2_n   - neutron mass radius (in fm)
R2_p   - proton mass radius (in fm)

c --------------------------------------------------------------------------
    This part of Fortran subroutine shows the formating used in the reading
    of the data from the table. 
  
     icount=2004
      do i=1,icount
        read(20,805) Z,N,def,E,ALam_n,ALam_p,Ep_n,Ep_p,Rc,
     *                B2_n,B2_p,B4_n,B4_p,R2_n,R2_p
      enddo
 70 126  0.000  -1514.431  -3.2 -12.8   0.00 -25.56  5.389  0.000  0.000  0.000  0.000  5.773  5.329
 70 128  0.000  -1518.329  -1.9 -13.1 -10.38 -25.88  5.408  0.000  0.000  0.000  0.000  5.815  5.348
 70 130  0.000  -1522.026  -1.8 -13.4 -18.35 -26.15  5.425  0.000  0.000  0.000  0.000  5.856  5.366
 70 132  0.133  -1526.257  -2.2 -13.7 -17.61 -21.24  5.459  0.134  0.132  0.076  0.044  5.908  5.400
 70 134  0.170  -1530.730  -2.2 -13.9 -20.07 -19.33  5.486  0.172  0.167  0.087  0.053  5.953  5.427
 70 136  0.198  -1535.058  -2.1 -14.3 -22.98 -17.98  5.510  0.200  0.193  0.085  0.054  5.997  5.452
 70 138  0.222  -1539.185  -2.0 -14.6 -25.71 -17.09  5.535  0.225  0.215  0.082  0.057  6.039  5.477
 70 140  0.249  -1543.116  -1.9 -14.9 -27.67 -16.70  5.562  0.252  0.241  0.090  0.068  6.082  5.504
 70 142  0.291  -1546.910  -1.9 -15.3 -27.50 -16.97  5.600  0.295  0.284  0.125  0.103  6.131  5.542
 70 144  0.317  -1550.518  -1.7 -15.6 -27.49 -17.13  5.629  0.320  0.310  0.135  0.118  6.175  5.572
 70 146  0.328  -1553.807  -1.6 -16.0 -28.43 -17.35  5.649  0.331  0.320  0.125  0.116  6.213  5.592
 70 148  0.333  -1556.773  -1.4 -16.3 -29.67 -17.65  5.667  0.337  0.325  0.109  0.108  6.249  5.610
 70 150  0.337  -1559.435  -1.3 -16.6 -30.85 -17.90  5.683  0.341  0.328  0.091  0.098  6.284  5.626
 70 152  0.339  -1561.804  -1.1 -16.9 -32.01 -18.09  5.698  0.344  0.330  0.077  0.088  6.320  5.642
 70 154  0.339  -1563.886  -1.0 -17.2 -33.45 -18.30  5.712  0.344  0.329  0.064  0.080  6.355  5.655
 70 156  0.338  -1565.696  -0.8 -17.4 -35.15 -18.45  5.724  0.342  0.327  0.053  0.071  6.390  5.668
 70 158 -0.242  -1567.259  -0.8 -17.5 -36.79 -17.33  5.691 -0.246 -0.234  0.023  0.032  6.402  5.634
 70 160 -0.237  -1568.742  -0.7 -17.7 -37.56 -17.59  5.702 -0.240 -0.230  0.009  0.026  6.432  5.646
 70 162 -0.230  -1569.972  -0.6 -18.0 -38.55 -17.97  5.713 -0.232 -0.225 -0.003  0.021  6.463  5.657
 70 164 -0.222  -1570.960  -0.4 -18.3 -39.84 -18.50  5.724 -0.223 -0.218 -0.014  0.016  6.493  5.667
 70 166 -0.211  -1571.727  -0.3 -18.5 -41.26 -19.22  5.733 -0.212 -0.210 -0.024  0.011  6.522  5.677
 70 168 -0.198  -1572.298  -0.2 -18.7 -42.64 -20.15  5.741 -0.197 -0.200 -0.032  0.007  6.551  5.685
 70 170 -0.181  -1572.697  -0.2 -19.0 -43.86 -21.33  5.748 -0.179 -0.186 -0.036  0.002  6.579  5.692
 70 172 -0.158  -1572.957  -0.1 -19.2 -44.74 -22.88  5.753 -0.154 -0.168 -0.037 -0.003  6.605  5.697
 70 174  0.149  -1573.143  -0.1 -19.4 -45.88 -23.05  5.763  0.140  0.171 -0.004  0.001  6.637  5.707
 70 176  0.116  -1573.368  -0.1 -19.7 -43.81 -25.31  5.766  0.107  0.139 -0.001  0.000  6.659  5.710
 70 178  0.097  -1573.394   0.0 -19.9 -42.36 -26.78  5.774  0.089  0.117  0.000 -0.001  6.684  5.718
 72  80 -0.100  -1199.473 -12.9   0.0  -2.19 -18.10  5.117 -0.093 -0.107 -0.025 -0.025  5.038  5.054
 72  82 -0.002  -1226.280 -14.3  -0.7   0.00 -22.58  5.114 -0.002 -0.002 -0.001 -0.001  5.056  5.051
 72  84 -0.048  -1245.409  -9.7  -1.3  -5.96 -21.65  5.137 -0.044 -0.054  0.005  0.004  5.100  5.075
 72  86  0.128  -1265.057  -9.9  -1.8  -6.91 -16.98  5.166  0.120  0.136  0.039  0.030  5.148  5.104
 72  88  0.169  -1284.536  -9.6  -2.2  -9.11 -14.14  5.191  0.163  0.176  0.046  0.032  5.194  5.129
 72  90  0.199  -1303.455  -9.3  -2.7 -11.29 -11.99  5.213  0.195  0.205  0.045  0.028  5.237  5.151
 72  92  0.226  -1321.770  -9.0  -3.2 -13.40 -10.41  5.235  0.223  0.229  0.047  0.028  5.279  5.173
 72  94  0.257  -1339.568  -8.8  -3.6 -14.14 -10.02  5.258  0.256  0.258  0.063  0.043  5.322  5.197
 72  96  0.305  -1356.966  -8.6  -4.2 -11.87 -11.60  5.293  0.303  0.307  0.102  0.085  5.374  5.233
 72  98  0.326  -1373.759  -8.2  -4.7 -10.78 -11.60  5.317  0.324  0.328  0.097  0.086  5.415  5.256
 72 100  0.331  -1389.742  -7.8  -5.3 -10.46 -11.20  5.333  0.330  0.332  0.074  0.068  5.449  5.272
 72 102  0.321  -1404.919  -7.4  -5.8 -10.68 -10.34  5.342  0.322  0.321  0.043  0.039  5.476  5.282
 72 104  0.307  -1419.369  -7.1  -6.4 -10.34  -9.13  5.350  0.309  0.306  0.012  0.011  5.501  5.290
 72 106  0.296  -1433.060  -6.6  -6.9  -9.63  -8.08  5.359  0.297  0.294 -0.016 -0.011  5.528  5.299
 72 108  0.286  -1445.925  -6.2  -7.4  -9.71  -7.38  5.369  0.286  0.285 -0.041 -0.030  5.556  5.309
 72 110  0.276  -1458.045  -5.9  -8.0  -8.91  -7.06  5.380  0.275  0.276 -0.064 -0.045  5.585  5.320
 72 112  0.262  -1469.331  -5.4  -8.6  -7.84  -7.05  5.390  0.261  0.264 -0.081 -0.056  5.613  5.330
 72 114  0.231  -1479.781  -5.1  -9.2 -11.05  -7.73  5.393  0.228  0.236 -0.075 -0.053  5.632  5.333
 72 116  0.200  -1489.894  -5.0  -9.8 -11.73  -9.46  5.396  0.195  0.208 -0.069 -0.049  5.652  5.337
 72 118  0.169  -1499.654  -4.8 -10.3 -11.96 -12.21  5.399  0.162  0.180 -0.061 -0.045  5.674  5.339
 72 120 -0.126  -1509.324  -5.0 -10.6 -13.99 -18.75  5.396 -0.124 -0.130 -0.033 -0.020  5.696  5.336
 72 122 -0.092  -1519.161  -4.9 -11.1 -11.09 -20.93  5.401 -0.089 -0.097 -0.033 -0.022  5.718  5.341
 72 124  0.000  -1529.271  -5.1 -11.6  -9.50 -24.55  5.403  0.000  0.000  0.000  0.000  5.740  5.343
 72 126  0.000  -1539.165  -6.1 -12.0   0.00 -24.57  5.412  0.000  0.000  0.000  0.000  5.766  5.352
 72 128  0.000  -1543.734  -2.2 -12.3 -10.09 -24.92  5.431  0.000  0.000  0.000  0.000  5.807  5.372
 72 130  0.000  -1548.097  -2.1 -12.7 -17.88 -25.25  5.450  0.000  0.000  0.000  0.000  5.846  5.391
 72 132  0.118  -1552.794  -2.5 -12.9 -18.02 -21.28  5.479  0.118  0.116  0.060  0.033  5.895  5.421
 72 134  0.157  -1557.806  -2.5 -13.1 -19.89 -19.44  5.505  0.158  0.153  0.075  0.042  5.939  5.447
 72 136  0.184  -1562.716  -2.4 -13.4 -22.51 -18.20  5.530  0.187  0.179  0.074  0.043  5.982  5.471
 72 138  0.210  -1567.453  -2.3 -13.7 -25.05 -17.26  5.555  0.213  0.203  0.071  0.045  6.024  5.497
 72 140  0.242  -1572.025  -2.3 -14.0 -26.86 -16.88  5.585  0.245  0.235  0.083  0.059  6.068  5.527
 72 142  0.298  -1576.570  -2.3 -14.4 -25.90 -16.61  5.630  0.300  0.294  0.131  0.107  6.122  5.573
 72 144  0.316  -1580.902  -2.1 -14.8 -25.96 -16.43  5.655  0.318  0.312  0.131  0.113  6.162  5.598
 72 146  0.324  -1584.880  -1.9 -15.1 -26.68 -16.48  5.674  0.327  0.319  0.118  0.108  6.197  5.618
 72 148  0.329  -1588.507  -1.7 -15.5 -27.63 -16.65  5.692  0.331  0.323  0.100  0.098  6.232  5.635
 72 150  0.331  -1591.804  -1.6 -15.8 -28.54 -16.80  5.707  0.334  0.325  0.081  0.088  6.266  5.651
 72 152  0.331  -1594.779  -1.4 -16.1 -29.48 -16.96  5.722  0.334  0.325  0.064  0.077  6.299  5.666
 72 154  0.330  -1597.439  -1.3 -16.4 -30.64 -17.06  5.735  0.334  0.323  0.048  0.066  6.333  5.679
 72 156  0.326  -1599.798  -1.1 -16.7 -32.20 -17.17  5.747  0.329  0.319  0.032  0.055  6.365  5.691
 72 158  0.316  -1601.885  -1.0 -16.9 -33.92 -17.23  5.756  0.319  0.310  0.012  0.041  6.394  5.700
 72 160  0.304  -1603.732  -0.9 -17.2 -35.41 -17.20  5.764  0.307  0.299 -0.006  0.027  6.423  5.709
 72 162  0.292  -1605.356  -0.8 -17.4 -36.66 -17.15  5.772  0.293  0.288 -0.022  0.014  6.452  5.716
 72 164  0.279  -1606.764  -0.7 -17.7 -37.90 -17.16  5.780  0.280  0.277 -0.033  0.004  6.482  5.724
 72 166 -0.207  -1607.973  -0.6 -17.8 -38.57 -20.28  5.759 -0.208 -0.205 -0.026  0.005  6.496  5.703
 72 168 -0.191  -1609.062  -0.5 -18.0 -39.58 -21.23  5.766 -0.191 -0.191 -0.036 -0.001  6.523  5.710
 72 170 -0.172  -1609.982  -0.4 -18.3 -40.41 -22.31  5.771 -0.171 -0.175 -0.044 -0.008  6.548  5.715
 72 172 -0.149  -1610.762  -0.4 -18.6 -41.04 -23.50  5.776 -0.146 -0.155 -0.046 -0.013  6.573  5.720
 72 174 -0.121  -1611.436  -0.3 -18.9 -41.29 -24.90  5.780 -0.116 -0.131 -0.041 -0.016  6.598  5.724
 72 176  0.098  -1612.126  -0.3 -19.1 -40.32 -25.72  5.788  0.090  0.119 -0.010 -0.007  6.624  5.732
 72 178  0.068  -1612.690  -0.2 -19.4 -38.18 -27.84  5.795  0.062  0.085 -0.007 -0.006  6.646  5.739
 72 180  0.000  -1613.089  -0.1 -19.7 -35.77 -30.39  5.804  0.000  0.000  0.000  0.000  6.665  5.748
 72 182  0.000  -1613.174   0.1 -20.0 -32.93 -30.64  5.819  0.000  0.000  0.000  0.000  6.692  5.763
 74  80 -0.109  -1198.704 -13.4   0.8  -0.37 -15.23  5.150 -0.103 -0.115 -0.031 -0.032  5.047  5.087
 74  82 -0.002  -1226.731 -14.9   0.1   0.00 -20.76  5.146 -0.002 -0.002 -0.001 -0.001  5.063  5.083
 74  84  0.000  -1247.196 -10.1  -0.5  -6.88 -20.81  5.167  0.000  0.000  0.000  0.000  5.105  5.104
 74  86  0.106  -1267.759 -10.3  -1.0  -7.62 -16.35  5.193  0.101  0.113  0.024  0.016  5.151  5.131
 74  88  0.145  -1288.139 -10.1  -1.4  -9.51 -13.61  5.215  0.140  0.150  0.028  0.015  5.194  5.154
 74  90  0.174  -1307.925  -9.8  -1.8 -11.64 -11.67  5.236  0.171  0.177  0.028  0.011  5.235  5.174
 74  92  0.197  -1327.092  -9.4  -2.2 -13.84 -10.47  5.255  0.197  0.198  0.028  0.010  5.276  5.194
 74  94  0.225  -1345.703  -9.2  -2.6 -15.24 -10.38  5.277  0.226  0.224  0.038  0.019  5.318  5.216
 74  96  0.311  -1364.215  -9.2  -3.1 -11.09 -11.51  5.328  0.308  0.315  0.114  0.100  5.384  5.268
 74  98  0.327  -1382.136  -8.8  -3.6 -10.37 -10.88  5.349  0.325  0.330  0.104  0.094  5.422  5.289
 74 100  0.332  -1399.212  -8.3  -4.2 -10.19 -10.64  5.365  0.330  0.335  0.082  0.077  5.456  5.305
 74 102  0.327  -1415.468  -7.9  -4.7 -10.01 -10.57  5.377  0.326  0.328  0.054  0.053  5.484  5.317
 74 104  0.313  -1430.953  -7.6  -5.3  -9.41 -10.40  5.384  0.313  0.313  0.023  0.025  5.509  5.325
 74 106  0.295  -1445.654  -7.2  -5.8  -9.02  -9.77  5.390  0.296  0.294 -0.010 -0.005  5.532  5.330
 74 108  0.278  -1459.562  -6.8  -6.2  -9.31  -8.55  5.396  0.279  0.276 -0.040 -0.032  5.556  5.336
 74 110  0.262  -1472.759  -6.4  -6.7  -9.06  -7.04  5.403  0.263  0.260 -0.066 -0.053  5.581  5.343
 74 112  0.243  -1485.208  -6.0  -7.3  -8.99  -5.64  5.409  0.244  0.242 -0.082 -0.065  5.605  5.350
 74 114  0.215  -1496.981  -5.8  -7.9 -10.41  -5.44  5.413  0.215  0.217 -0.082 -0.066  5.625  5.354
 74 116  0.188  -1508.302  -5.6  -8.6 -10.32  -6.92  5.417  0.186  0.193 -0.077 -0.062  5.645  5.358
 74 118  0.160  -1519.147  -5.3  -9.2 -10.23  -9.63  5.420  0.155  0.167 -0.067 -0.055  5.666  5.360
 74 120 -0.117  -1529.769  -5.5  -9.8 -13.61 -17.41  5.417 -0.116 -0.119 -0.035 -0.025  5.689  5.357
 74 122 -0.086  -1540.607  -5.4 -10.3 -10.64 -19.12  5.422 -0.084 -0.089 -0.033 -0.024  5.711  5.363
 74 124  0.000  -1551.633  -5.5 -10.8  -9.03 -22.36  5.425  0.000  0.000  0.000  0.000  5.733  5.366
 74 126  0.000  -1562.365  -6.4 -11.2   0.00 -22.43  5.433  0.000  0.000  0.000  0.000  5.759  5.374
 74 128  0.000  -1567.641  -2.6 -11.6  -9.82 -22.82  5.454  0.000  0.000  0.000  0.000  5.799  5.395
 74 130  0.000  -1572.701  -2.5 -11.9 -17.40 -23.17  5.473  0.000  0.000  0.000  0.000  5.837  5.414
 74 132  0.094  -1577.826  -2.7 -12.2 -19.17 -20.62  5.498  0.095  0.093  0.039  0.020  5.881  5.440
 74 134  0.137  -1583.293  -2.7 -12.4 -20.29 -19.06  5.524  0.140  0.132  0.061  0.032  5.925  5.465
 74 136  0.166  -1588.719  -2.7 -12.6 -22.39 -18.20  5.547  0.169  0.159  0.064  0.034  5.967  5.489
 74 138  0.192  -1593.999  -2.6 -12.9 -24.55 -17.69  5.572  0.197  0.184  0.064  0.037  6.008  5.514
 74 140  0.236  -1599.149  -2.6 -13.1 -25.69 -17.80  5.608  0.240  0.230  0.089  0.063  6.056  5.551
 74 142  0.296  -1604.463  -2.6 -13.5 -24.68 -16.26  5.655  0.297  0.293  0.129  0.105  6.111  5.598
 74 144  0.313  -1609.520  -2.4 -13.9 -24.73 -15.71  5.679  0.315  0.311  0.125  0.106  6.150  5.623
 74 146  0.322  -1614.208  -2.3 -14.2 -25.18 -15.46  5.699  0.323  0.319  0.112  0.100  6.185  5.643
 74 148  0.326  -1618.526  -2.1 -14.6 -25.80 -15.40  5.717  0.328  0.323  0.094  0.091  6.218  5.661
 74 150  0.329  -1622.487  -1.9 -14.9 -26.41 -15.38  5.734  0.331  0.325  0.076  0.081  6.252  5.678
 74 152  0.329  -1626.094  -1.7 -15.2 -27.11 -15.45  5.749  0.331  0.325  0.058  0.070  6.284  5.693
 74 154  0.328  -1629.354  -1.6 -15.5 -28.09 -15.52  5.762  0.330  0.324  0.041  0.060  6.317  5.707
 74 156  0.323  -1632.283  -1.4 -15.8 -29.51 -15.75  5.775  0.325  0.319  0.024  0.049  6.347  5.719
 74 158  0.315  -1634.913  -1.3 -16.1 -31.03 -15.98  5.785  0.317  0.311  0.007  0.036  6.377  5.729
 74 160  0.304  -1637.279  -1.1 -16.4 -32.34 -16.25  5.794  0.305  0.301 -0.012  0.022  6.405  5.738
 74 162  0.291  -1639.402  -1.0 -16.6 -33.34 -16.51  5.802  0.292  0.289 -0.030  0.009  6.433  5.746
 74 164  0.277  -1641.288  -0.9 -16.9 -34.24 -16.75  5.809  0.278  0.277 -0.044 -0.004  6.461  5.754
 74 166  0.261  -1642.937  -0.8 -17.1 -35.38 -17.01  5.815  0.260  0.263 -0.055 -0.014  6.487  5.760
 74 168 -0.181  -1644.459  -0.8 -17.4 -37.25 -21.90  5.786 -0.182 -0.179 -0.039 -0.010  6.497  5.731
 74 170 -0.161  -1645.962  -0.7 -17.7 -37.77 -22.47  5.792 -0.161 -0.161 -0.048 -0.017  6.522  5.736
 74 172 -0.140  -1647.311  -0.6 -18.0 -38.19 -23.11  5.797 -0.138 -0.143 -0.051 -0.022  6.546  5.742
 74 174 -0.115  -1648.530  -0.6 -18.2 -38.36 -24.03  5.803 -0.112 -0.122 -0.047 -0.023  6.571  5.747
 74 176  0.076  -1649.687  -0.6 -18.5 -38.35 -25.77  5.806  0.070  0.091 -0.013 -0.010  6.594  5.751
 74 178  0.000  -1650.915  -0.6 -18.8 -36.63 -28.66  5.811  0.000  0.000  0.000  0.000  6.614  5.756
 74 180  0.000  -1651.933  -0.4 -19.1 -32.11 -28.93  5.826  0.000  0.000  0.000  0.000  6.639  5.771
 74 182  0.000  -1652.572  -0.2 -19.4 -27.16 -29.19  5.841  0.000  0.000  0.000  0.000  6.664  5.786
 74 184  0.000  -1652.677   0.1 -19.7 -25.21 -29.42  5.854  0.000  0.000  0.000  0.000  6.694  5.799
 76  86  0.074  -1268.939 -10.7  -0.2  -8.91 -15.33  5.218  0.071  0.077  0.009  0.005  5.153  5.156
 76  88  0.112  -1290.116 -10.5  -0.6 -10.23 -12.95  5.239  0.110  0.115  0.013  0.003  5.194  5.178
 76  90  0.138  -1310.686 -10.1  -1.0 -12.52 -11.31  5.258  0.138  0.139  0.012 -0.001  5.234  5.197
 76  92  0.159  -1330.645  -9.8  -1.4 -14.72 -10.15  5.275  0.161  0.158  0.009 -0.005  5.272  5.214
 76  94  0.180  -1350.020  -9.6  -1.8 -16.54  -9.74  5.293  0.183  0.176  0.010 -0.005  5.310  5.232
 76  96  0.300  -1369.369  -9.7  -2.1 -10.99 -12.80  5.354  0.298  0.302  0.113  0.099  5.386  5.294
 76  98  0.320  -1388.329  -9.3  -2.6 -10.43 -12.35  5.376  0.318  0.322  0.102  0.093  5.426  5.316
 76 100  0.327  -1406.494  -8.9  -3.1 -10.34 -11.83  5.394  0.325  0.330  0.081  0.076  5.460  5.334
 76 102  0.326  -1423.879  -8.5  -3.7  -9.77 -11.32  5.408  0.324  0.328  0.056  0.055  5.490  5.349
 76 104  0.317  -1440.463  -8.1  -4.3  -8.58 -10.94  5.418  0.316  0.319  0.029  0.032  5.517  5.359
 76 106  0.303  -1456.153  -7.6  -4.8  -8.30 -10.68  5.425  0.302  0.304 -0.001  0.007  5.540  5.366
 76 108  0.286  -1470.978  -7.2  -5.2  -8.53 -10.37  5.431  0.286  0.287 -0.030 -0.019  5.564  5.372
 76 110  0.266  -1485.032  -6.9  -5.6  -8.90 -10.13  5.435  0.266  0.265 -0.055 -0.040  5.587  5.376
 76 112  0.230  -1498.444  -6.6  -6.1 -10.71  -9.48  5.432  0.231  0.227 -0.069 -0.054  5.603  5.373
 76 114  0.189  -1511.551  -6.5  -6.7 -12.18  -8.27  5.427  0.191  0.187 -0.068 -0.056  5.616  5.368
 76 116  0.164  -1524.295  -6.3  -7.4 -11.30  -8.12  5.430  0.164  0.163 -0.067 -0.056  5.636  5.371
 76 118  0.139  -1536.491  -6.0  -8.1 -10.59  -9.20  5.435  0.138  0.142 -0.061 -0.052  5.658  5.376
 76 120 -0.107  -1548.566  -6.0  -9.0 -13.48 -14.87  5.437 -0.107 -0.107 -0.034 -0.027  5.682  5.377
 76 122 -0.077  -1560.440  -5.9  -9.5 -10.58 -16.27  5.442 -0.076 -0.078 -0.030 -0.023  5.704  5.383
 76 124  0.000  -1572.457  -5.9 -10.0  -8.51 -18.89  5.447  0.000  0.000  0.000  0.000  5.727  5.388
 76 126  0.000  -1584.001  -4.4 -10.4   0.00 -19.06  5.454  0.000  0.000  0.000  0.000  5.753  5.395
 76 128  0.000  -1590.015  -2.9 -10.8  -9.55 -19.47  5.475  0.000  0.000  0.000  0.000  5.792  5.416
 76 130  0.000  -1595.802  -2.8 -11.2 -16.92 -19.84  5.495  0.000  0.000  0.000  0.000  5.829  5.436
 76 132  0.051  -1601.433  -2.9 -11.5 -21.44 -19.27  5.516  0.051  0.050  0.010  0.005  5.868  5.458
 76 134  0.107  -1607.259  -2.9 -11.6 -21.87 -17.85  5.540  0.111  0.102  0.041  0.020  5.911  5.482
 76 136  0.140  -1613.131  -2.9 -11.8 -23.08 -17.56  5.563  0.145  0.131  0.052  0.026  5.952  5.506
 76 138  0.169  -1618.897  -2.9 -12.1 -24.71 -17.76  5.588  0.174  0.158  0.057  0.031  5.993  5.530
 76 140  0.230  -1624.620  -2.9 -12.3 -24.35 -18.46  5.631  0.234  0.223  0.097  0.070  6.045  5.573
 76 142  0.281  -1630.553  -2.9 -12.6 -23.43 -17.22  5.672  0.283  0.278  0.125  0.099  6.096  5.615
 76 144  0.304  -1636.290  -2.8 -12.9 -23.44 -16.41  5.699  0.305  0.301  0.121  0.101  6.136  5.643
 76 146  0.315  -1641.681  -2.6 -13.3 -23.71 -15.79  5.722  0.317  0.313  0.108  0.094  6.172  5.665
 76 148  0.322  -1646.697  -2.4 -13.6 -24.08 -15.36  5.741  0.323  0.320  0.090  0.085  6.206  5.685
 76 150  0.325  -1651.334  -2.2 -14.0 -24.49 -15.04  5.758  0.326  0.323  0.072  0.075  6.239  5.703
 76 152  0.326  -1655.592  -2.0 -14.3 -25.06 -14.88  5.774  0.327  0.324  0.053  0.064  6.271  5.718
 76 154  0.324  -1659.477  -1.9 -14.6 -25.93 -14.90  5.788  0.325  0.322  0.034  0.053  6.302  5.733
 76 156  0.319  -1663.010  -1.7 -14.9 -27.09 -15.06  5.801  0.320  0.317  0.016  0.041  6.332  5.745
 76 158  0.311  -1666.221  -1.5 -15.2 -28.34 -15.36  5.812  0.312  0.310 -0.001  0.028  6.361  5.757
 76 160  0.301  -1669.143  -1.4 -15.5 -29.43 -15.75  5.822  0.301  0.300 -0.019  0.016  6.389  5.766
 76 162  0.289  -1671.794  -1.3 -15.8 -30.29 -16.18  5.830  0.289  0.289 -0.036  0.003  6.416  5.775
 76 164  0.276  -1674.183  -1.1 -16.0 -31.03 -16.64  5.838  0.275  0.277 -0.051 -0.009  6.443  5.783
 76 166  0.260  -1676.311  -1.0 -16.3 -32.02 -17.19  5.844  0.259  0.263 -0.062 -0.019  6.469  5.789
 76 168 -0.171  -1678.510  -1.1 -16.7 -35.66 -21.41  5.806 -0.173 -0.166 -0.040 -0.015  6.474  5.750
 76 170 -0.153  -1680.616  -1.0 -17.0 -35.92 -21.51  5.812 -0.154 -0.150 -0.050 -0.023  6.499  5.756
 76 172 -0.133  -1682.549  -0.9 -17.3 -36.13 -21.74  5.818 -0.133 -0.133 -0.053 -0.027  6.523  5.763
 76 174 -0.110  -1684.336  -0.9 -17.6 -36.19 -22.33  5.824 -0.109 -0.114 -0.049 -0.027  6.547  5.769
 76 176  0.000  -1686.082  -1.0 -17.9 -39.16 -25.79  5.819  0.000  0.000  0.000  0.000  6.566  5.764
 76 178  0.000  -1687.977  -0.9 -18.2 -34.80 -26.07  5.833  0.000  0.000  0.000  0.000  6.591  5.778
 76 180  0.000  -1689.579  -0.7 -18.5 -29.46 -26.35  5.847  0.000  0.000  0.000  0.000  6.615  5.792
 76 182  0.000  -1690.800  -0.5 -18.8 -22.89 -26.64  5.861  0.000  0.000  0.000  0.000  6.640  5.806
 76 184  0.000  -1691.404  -0.1 -19.1 -17.98 -26.91  5.875  0.000  0.000  0.000  0.000  6.667  5.820
 78  88  0.068  -1290.426 -10.9   0.0 -10.91 -10.70  5.263  0.068  0.068  0.002 -0.002  5.195  5.202
 78  90  0.087  -1311.777 -10.5  -0.4 -12.82  -9.79  5.279  0.088  0.086 -0.001 -0.007  5.231  5.219
 78  92  0.106  -1332.441 -10.2  -0.8 -15.09  -9.04  5.295  0.108  0.102 -0.003 -0.010  5.267  5.234
 78  94  0.123  -1352.485  -9.9  -1.2 -17.11  -8.63  5.309  0.128  0.118 -0.003 -0.012  5.303  5.249
 78  96  0.283  -1372.268 -10.1  -1.2 -10.33 -12.95  5.376  0.284  0.283  0.110  0.096  5.386  5.316
 78  98  0.307  -1392.207  -9.8  -1.6  -9.78 -12.76  5.400  0.307  0.308  0.100  0.090  5.427  5.340
 78 100  0.317  -1411.423  -9.4  -2.2  -9.77 -12.05  5.419  0.316  0.318  0.079  0.073  5.462  5.359
 78 102  0.319  -1429.925  -9.1  -2.7  -8.90 -11.10  5.434  0.318  0.321  0.054  0.053  5.494  5.375
 78 104  0.316  -1447.635  -8.6  -3.2  -7.06 -10.25  5.447  0.315  0.318  0.030  0.033  5.522  5.388
 78 106  0.305  -1464.346  -8.1  -3.7  -6.99 -10.02  5.456  0.304  0.307  0.004  0.012  5.547  5.397
 78 108  0.292  -1480.109  -7.7  -4.2  -7.10 -10.18  5.463  0.291  0.294 -0.022 -0.009  5.572  5.405
 78 110  0.271  -1495.004  -7.3  -4.6  -7.93 -10.93  5.467  0.270  0.272 -0.046 -0.028  5.594  5.408
 78 112 -0.156  -1509.637  -7.5  -5.9 -17.30  -9.86  5.426 -0.161 -0.150 -0.018 -0.019  5.582  5.366
 78 114 -0.147  -1524.358  -7.2  -6.5 -16.01  -9.52  5.434 -0.152 -0.141 -0.026 -0.025  5.607  5.375
 78 116 -0.136  -1538.513  -6.9  -7.0 -14.94  -9.34  5.441 -0.140 -0.130 -0.029 -0.027  5.630  5.382
 78 118 -0.118  -1552.156  -6.7  -7.6 -14.14  -9.35  5.448 -0.121 -0.114 -0.030 -0.027  5.652  5.389
 78 120 -0.096  -1565.413  -6.6  -8.2 -12.57  -9.77  5.455 -0.097 -0.094 -0.031 -0.026  5.675  5.396
 78 122  0.000  -1578.442  -6.6  -8.8 -13.01 -12.68  5.458  0.000  0.000  0.000  0.000  5.695  5.399
 78 124  0.000  -1591.424  -6.4  -9.2  -7.41 -13.09  5.467  0.000  0.000  0.000  0.000  5.721  5.408
 78 126  0.000  -1603.843  -7.0  -9.6   0.00 -13.48  5.474  0.000  0.000  0.000  0.000  5.748  5.415
 78 128  0.000  -1610.513  -3.3 -10.0  -8.73 -13.84  5.495  0.000  0.000  0.000  0.000  5.785  5.437
