
   The included below is "mass table" calculated with the DD-ME$\delta$ covariant 
energy density functional. It represent a part of the study of the global
performance of covariant energy density functionals and assesment of 
related systematic theoretical uncertainties. The major results of this
study are presented in the following publication: 

      S. E. Agbemava, A. V. Afanasjev, D. Ray and P. Ring,
     "Global performance of covariant energy density functionals: 
      Ground state observables of even-even nuclei and the estimate 
      of theoretical uncertainties", 
      Physical Review C 89, 054320 (2014)

with additional analysis provided in two follow-up publications 

      A.V.Afanasjev and S.E.Agbemava,
      "Covariant energy density functionals: Nuclear matter constraints 
       and global ground state properties"
      Phys. Rev. C 93, 054310 (2016)

      A.V. Afanasjev, S.E. Agbemava, D. Ray and P.Ring,
      "Neutron drip line: Single-particle degrees of freedom and
      pairing properties as sources of theoretical uncertainties"
      Phys. Rev. C 91, 014324 (2015).

 
  If you have questions, please, contact Anatoli Afanasjev at 
           Anatoli.Afanasjev@gmail.com

------------------------------------------------------------------------

  THE NOTATION OF THE OBSERVABLES INCLUDED INTO TABLE
 
  Z    - proton number
  N    - neutron number
 def   - equilibrium quadrupole deformation
  E    - total binding energy  (in MeV)
Lam_n  - neutron chemical potential  (in MeV)
Lam_p  - proton chemical potential (in MeV)
Ep_n   - neutron pairing energy  (in MeV)
Ep_p   - proton pairing energy  (in MeV)
Rc     - charge radius  (in fm)
B2_n   - neutron quadrupole deformation
B2_p   - proton quadrupole deformation
B4_n   - neutron hexadecapole deformation
B4_p   - neutron hexadecapole deformation
R2_n   - neutron mass radius (in fm)
R2_p   - proton mass radius (in fm)

c --------------------------------------------------------------------------
    This part of Fortran subroutine shows the formating used in the reading
    of the data from the table. 
  
     icount=1686
      do i=1,icount
        read(20,805) Z,N,def,E,ALam_n,ALam_p,Ep_n,Ep_p,Rc,
     *                B2_n,B2_p,B4_n,B4_p,R2_n,R2_p
      enddo
 46  60  0.174   -907.504  -8.1  -7.6 -10.85  -9.59  4.507  0.180  0.165 -0.016 -0.005  4.538  4.435
 46  62  0.150   -923.009  -7.6  -8.4 -13.73 -10.12  4.519  0.155  0.143 -0.023 -0.011  4.575  4.447
 46  64 -0.090   -937.870  -7.5  -9.2 -14.77 -12.51  4.526 -0.095 -0.082  0.002  0.002  4.606  4.454
 46  66 -0.218   -952.541  -7.1  -9.4  -9.60 -11.66  4.581 -0.224 -0.211  0.018  0.016  4.673  4.511
 46  68 -0.228   -966.038  -6.4 -10.2  -8.11 -11.29  4.604 -0.233 -0.222  0.006  0.008  4.714  4.534
 46  70 -0.002   -978.587  -6.2 -11.4 -16.51 -13.40  4.564 -0.002 -0.002  0.000  0.000  4.716  4.493
 46  72 -0.001   -990.578  -5.8 -12.2 -16.87 -13.58  4.579 -0.001 -0.001  0.000  0.000  4.750  4.509
 46  74 -0.002  -1001.929  -5.5 -13.0 -16.63 -13.80  4.595 -0.002 -0.002  0.000  0.000  4.783  4.525
 46  76 -0.002  -1012.732  -5.3 -13.8 -15.24 -14.05  4.610 -0.002 -0.002  0.000  0.000  4.814  4.540
 46  78 -0.001  -1023.042  -5.0 -14.5 -12.36 -14.32  4.626 -0.001 -0.001  0.000  0.000  4.843  4.556
 46  80  0.000  -1032.874  -4.7 -15.3  -7.59 -14.62  4.641  0.000  0.000  0.000  0.000  4.871  4.571
 46  82  0.000  -1042.201  -3.0 -16.1   0.00 -14.92  4.655  0.000  0.000  0.000  0.000  4.897  4.586
 46  84  0.000  -1044.905  -1.4 -16.6  -8.40 -15.08  4.674  0.000  0.000  0.000  0.000  4.953  4.605
 46  86  0.000  -1047.436  -1.3 -17.1 -14.86 -15.26  4.692  0.000  0.000  0.000  0.000  5.007  4.624
 46  88  0.153  -1050.631  -1.6 -17.6 -10.95 -14.10  4.732  0.164  0.134  0.086  0.055  5.063  4.664
 46  90  0.179  -1053.601  -1.4 -18.1 -12.72 -14.23  4.756  0.190  0.157  0.070  0.052  5.113  4.689
 46  92  0.190  -1056.137  -1.2 -18.6 -14.98 -14.48  4.778  0.202  0.167  0.042  0.039  5.161  4.710
 46  94  0.195  -1058.270  -1.0 -19.1 -17.07 -14.77  4.796  0.206  0.171  0.014  0.026  5.207  4.729
 46  96  0.191  -1060.000  -0.8 -19.6 -19.46 -15.03  4.813  0.202  0.167 -0.009  0.014  5.252  4.746
 46  98  0.178  -1061.375  -0.7 -20.1 -21.98 -15.28  4.826  0.188  0.158 -0.026  0.003  5.295  4.759
 46 100  0.333  -1062.611  -0.6 -20.7 -17.37 -15.97  4.912  0.344  0.309  0.115  0.115  5.368  4.847
 46 102 -0.232  -1063.790  -0.5 -20.8 -18.98 -16.92  4.894 -0.240 -0.213  0.036  0.031  5.391  4.829
 46 104 -0.226  -1064.528  -0.3 -21.3 -19.95 -17.07  4.910 -0.234 -0.209  0.017  0.024  5.430  4.844
 46 106  0.000  -1064.906  -0.4 -21.8 -28.42 -17.23  4.861  0.000  0.000  0.000  0.000  5.456  4.794
 46 108  0.000  -1065.527  -0.2 -22.2 -26.44 -17.39  4.875  0.000  0.000  0.000  0.000  5.496  4.809
 46 110  0.000  -1065.772   0.0 -22.6 -24.42 -17.57  4.889  0.000  0.000  0.000  0.000  5.535  4.823
 48  46  0.000   -759.060 -15.6  -0.1 -10.68  -7.70  4.422  0.000  0.000  0.000  0.000  4.239  4.349
 48  48  0.001   -789.749 -15.0  -1.1  -7.20  -7.69  4.427  0.001  0.001  0.000  0.000  4.273  4.354
 48  50  0.000   -819.250 -12.8  -2.1   0.00  -7.69  4.431  0.000  0.000  0.000  0.000  4.303  4.358
 48  52  0.001   -841.089 -10.8  -3.1  -7.43  -7.92  4.454  0.001  0.001  0.000  0.000  4.355  4.381
 48  54  0.118   -862.473 -10.6  -3.6  -7.55  -6.32  4.482  0.123  0.112  0.032  0.023  4.409  4.410
 48  56  0.150   -883.143 -10.1  -4.3  -8.43  -5.84  4.505  0.158  0.141  0.021  0.014  4.458  4.433
 48  58  0.160   -902.733  -9.5  -5.1  -9.15  -5.28  4.524  0.168  0.149 -0.003 -0.004  4.502  4.453
 48  60  0.154   -921.137  -8.9  -5.9 -10.45  -4.77  4.539  0.162  0.144 -0.025 -0.021  4.542  4.468
 48  62  0.112   -938.383  -8.5  -7.0 -13.72  -6.39  4.549  0.117  0.105 -0.020 -0.016  4.574  4.478
 48  64  0.013   -955.116  -8.2  -8.1 -14.90  -8.82  4.556  0.014  0.012 -0.001 -0.001  4.604  4.485
 48  66  0.004   -970.994  -7.8  -8.8 -15.52  -8.95  4.571  0.004  0.004  0.000  0.000  4.642  4.500
 48  68 -0.002   -985.965  -7.3  -9.5 -16.41  -9.09  4.585 -0.002 -0.002  0.000  0.000  4.680  4.515
 48  70 -0.002  -1000.172  -6.9 -10.2 -17.09  -9.22  4.600 -0.002 -0.002  0.000  0.000  4.716  4.530
 48  72 -0.002  -1013.677  -6.6 -11.0 -17.35  -9.38  4.615 -0.002 -0.002  0.000  0.000  4.750  4.545
 48  74 -0.001  -1026.585  -6.3 -11.8 -16.83  -9.55  4.630 -0.001 -0.001  0.000  0.000  4.782  4.560
 48  76 -0.001  -1038.963  -6.0 -12.5 -15.19  -9.73  4.644 -0.001 -0.001  0.000  0.000  4.813  4.575
 48  78 -0.001  -1050.849  -5.8 -13.3 -12.15  -9.92  4.659 -0.001 -0.001  0.000  0.000  4.842  4.590
 48  80 -0.001  -1062.254  -5.5 -14.1  -7.34 -10.12  4.673 -0.001 -0.001  0.000  0.000  4.869  4.604
 48  82  0.000  -1073.151  -3.6 -14.8   0.00 -10.35  4.687  0.000  0.000  0.000  0.000  4.895  4.618
 48  84  0.000  -1076.845  -1.9 -15.4  -8.10 -10.63  4.708  0.000  0.000  0.000  0.000  4.947  4.639
 48  86  0.000  -1080.379  -1.8 -15.9 -14.31 -10.91  4.728  0.000  0.000  0.000  0.000  4.997  4.659
 48  88  0.143  -1084.377  -2.1 -16.2 -10.24 -11.88  4.764  0.153  0.124  0.082  0.052  5.053  4.696
 48  90  0.172  -1088.358  -1.9 -16.7 -11.53 -12.56  4.790  0.183  0.152  0.070  0.050  5.102  4.723
 48  92  0.186  -1091.916  -1.7 -17.3 -13.56 -12.87  4.812  0.198  0.165  0.044  0.038  5.148  4.745
 48  94  0.193  -1095.055  -1.5 -17.8 -15.61 -13.09  4.831  0.204  0.170  0.018  0.025  5.193  4.765
 48  96  0.191  -1097.774  -1.3 -18.3 -17.91 -13.18  4.848  0.202  0.169 -0.005  0.012  5.235  4.782
 48  98  0.309  -1100.375  -1.3 -18.9 -14.77 -14.15  4.915  0.320  0.285  0.114  0.108  5.302  4.850
 48 100  0.322  -1102.669  -1.0 -19.5 -15.10 -14.52  4.939  0.333  0.298  0.106  0.106  5.345  4.874
 48 102  0.318  -1104.431  -0.8 -19.9 -16.92 -14.94  4.955  0.328  0.296  0.085  0.094  5.384  4.890
 48 104 -0.223  -1105.823  -0.8 -20.2 -17.78 -16.68  4.943 -0.232 -0.205  0.031  0.032  5.405  4.878
 48 106  0.000  -1107.248  -0.8 -20.7 -27.05 -13.58  4.897  0.000  0.000  0.000  0.000  5.426  4.831
 48 108  0.000  -1108.681  -0.7 -21.1 -25.71 -13.80  4.911  0.000  0.000  0.000  0.000  5.466  4.845
 48 110  0.000  -1109.754  -0.5 -21.5 -24.34 -14.03  4.925  0.000  0.000  0.000  0.000  5.504  4.860
 48 112  0.000  -1110.410  -0.2 -21.9 -23.56 -14.31  4.941  0.000  0.000  0.000  0.000  5.538  4.875
 48 114  0.000  -1110.630   0.0 -22.4 -23.71 -14.66  4.957  0.000  0.000  0.000  0.000  5.569  4.892
 50  48  0.000   -790.545 -16.0  -1.8  -7.07   0.00  4.465  0.000  0.000  0.000  0.000  4.285  4.392
 50  50  0.000   -822.052 -17.2   0.5   0.00   0.00  4.468  0.000  0.000  0.000  0.000  4.315  4.396
 50  52  0.001   -846.196 -11.7  -0.5  -6.95   0.00  4.490  0.001  0.001  0.000  0.000  4.365  4.418
 50  54  0.000   -869.126 -11.3  -1.6 -10.52   0.00  4.511  0.000  0.000  0.000  0.000  4.411  4.439
 50  56  0.000   -891.217 -10.9  -2.5 -12.06   0.00  4.530  0.000  0.000  0.000  0.000  4.454  4.458
 50  58 -0.001   -912.408 -10.4  -3.4 -12.66   0.00  4.547 -0.001 -0.001  0.000  0.000  4.495  4.476
 50  60 -0.002   -932.575  -9.9  -4.3 -13.40   0.00  4.562 -0.002 -0.002  0.000  0.000  4.533  4.491
 50  62 -0.001   -951.805  -9.4  -5.0 -13.87   0.00  4.576 -0.001 -0.001  0.000  0.000  4.571  4.505
 50  64  0.002   -970.102  -8.9  -5.8 -14.21   0.00  4.589  0.002  0.001  0.000  0.000  4.607  4.519
 50  66  0.001   -987.348  -8.4  -6.5 -15.34  -0.01  4.603  0.001  0.001  0.000  0.000  4.644  4.533
 50  68  0.001  -1003.724  -8.0  -7.3 -16.64  -0.01  4.618  0.001  0.001  0.000  0.000  4.681  4.548
 50  70 -0.001  -1019.365  -7.7  -8.0 -17.53  -0.02  4.632 -0.001 -0.001  0.000  0.000  4.716  4.562
 50  72 -0.001  -1034.347  -7.4  -8.8 -17.72  -0.04  4.646 -0.001 -0.001  0.000  0.000  4.749  4.577
 50  74 -0.001  -1048.764  -7.1  -9.6 -17.00  -0.09  4.661 -0.001 -0.001  0.000  0.000  4.781  4.591
 50  76 -0.001  -1062.671  -6.8 -10.4 -15.16  -0.01  4.675 -0.001 -0.001  0.000  0.000  4.811  4.606
 50  78 -0.001  -1076.088  -6.6 -11.2 -11.98  -0.05  4.688 -0.001 -0.001  0.000  0.000  4.840  4.620
 50  80  0.000  -1089.022  -6.3 -11.9  -7.15  -0.19  4.702  0.000  0.000  0.000  0.000  4.867  4.634
 50  82  0.000  -1101.256  -7.6 -12.7   0.00  -0.22  4.715  0.000  0.000  0.000  0.000  4.892  4.647
 50  84  0.000  -1106.177  -2.4 -13.4  -7.73  -0.94  4.738  0.000  0.000  0.000  0.000  4.942  4.670
 50  86  0.000  -1110.756  -2.3 -14.0 -13.60  -1.86  4.759  0.000  0.000  0.000  0.000  4.988  4.692
 50  88  0.139  -1115.429  -2.7 -14.8  -8.87  -9.44  4.799  0.149  0.121  0.088  0.060  5.048  4.732
 50  90  0.170  -1120.444  -2.5 -15.4 -10.27 -10.81  4.826  0.180  0.151  0.077  0.058  5.096  4.759
 50  92  0.187  -1125.023  -2.2 -15.9 -12.31 -11.56  4.849  0.198  0.168  0.053  0.046  5.142  4.782
 50  94  0.202  -1129.178  -2.0 -16.5 -14.44 -12.04  4.871  0.213  0.183  0.035  0.038  5.186  4.805
 50  96  0.258  -1133.052  -2.0 -17.1 -15.12 -11.97  4.909  0.269  0.238  0.076  0.073  5.239  4.843
 50  98  0.298  -1136.869  -1.8 -17.6 -13.48 -12.21  4.943  0.309  0.276  0.103  0.094  5.288  4.877
 50 100  0.310  -1140.206  -1.6 -18.2 -13.59 -12.60  4.966  0.321  0.288  0.093  0.091  5.329  4.901
 50 102  0.306  -1143.006  -1.3 -18.7 -15.04 -12.81  4.982  0.316  0.285  0.070  0.078  5.364  4.917
 50 104  0.295  -1145.385  -1.1 -19.2 -16.30 -12.99  4.995  0.304  0.276  0.044  0.062  5.398  4.931
 50 106  0.283  -1147.390  -0.9 -19.7 -17.10 -13.20  5.008  0.291  0.267  0.022  0.048  5.433  4.944
 50 108  0.000  -1149.375  -1.1 -19.6 -25.56  -8.81  4.946  0.000  0.000  0.000  0.000  5.441  4.881
 50 110  0.000  -1151.291  -0.9 -20.0 -24.86  -9.24  4.960  0.000  0.000  0.000  0.000  5.478  4.895
 50 112  0.000  -1152.861  -0.7 -20.5 -24.32  -9.73  4.976  0.000  0.000  0.000  0.000  5.511  4.911
 50 114  0.000  -1154.089  -0.5 -21.0 -23.98 -10.27  4.992  0.000  0.000  0.000  0.000  5.542  4.928
 50 116  0.000  -1155.009  -0.4 -21.6 -23.44 -10.84  5.009  0.000  0.000  0.000  0.000  5.569  4.945
 50 118  0.000  -1155.664  -0.3 -22.1 -22.22 -11.42  5.027  0.000  0.000  0.000  0.000  5.594  4.963
 50 120  0.000  -1156.081  -0.1 -22.7 -19.97 -12.01  5.045  0.000  0.000  0.000  0.000  5.618  4.981
 50 122  0.000  -1156.267   0.0 -23.3 -16.34 -12.59  5.063  0.000  0.000  0.000  0.000  5.641  4.999
 52  54  0.152   -869.819 -12.5  -0.3  -4.29  -3.13  4.579  0.153  0.150  0.073  0.083  4.450  4.508
 52  56  0.163   -893.816 -11.7  -1.3  -6.93  -4.48  4.597  0.167  0.159  0.055  0.064  4.494  4.527
 52  58  0.162   -916.522 -11.1  -2.1  -8.68  -5.43  4.612  0.167  0.156  0.034  0.045  4.533  4.543
 52  60  0.134   -938.042 -10.6  -2.7 -11.32  -5.47  4.623  0.138  0.129  0.022  0.032  4.567  4.553
 52  62 -0.123   -958.794 -10.2  -3.3 -12.20  -4.99  4.637 -0.128 -0.117  0.028  0.028  4.603  4.568
 52  64 -0.141   -978.763  -9.8  -4.2 -12.06  -4.85  4.654 -0.148 -0.133  0.033  0.033  4.642  4.585
 52  66 -0.156   -997.791  -9.3  -5.2 -11.20  -4.87  4.671 -0.164 -0.146  0.035  0.035  4.680  4.602
 52  68 -0.148  -1015.711  -8.8  -5.9 -12.56  -4.98  4.683 -0.155 -0.139  0.024  0.027  4.713  4.614
 52  70 -0.128  -1032.785  -8.4  -6.5 -14.02  -5.35  4.693 -0.133 -0.121  0.008  0.015  4.743  4.624
 52  72 -0.112  -1049.211  -8.1  -7.2 -14.19  -5.82  4.704 -0.116 -0.106 -0.003  0.005  4.773  4.636
 52  74 -0.088  -1064.977  -7.8  -7.8 -14.55  -6.47  4.715 -0.090 -0.084 -0.006  0.001  4.801  4.646
 52  76  0.000  -1080.299  -7.6  -8.3 -15.40  -8.13  4.722  0.000  0.000  0.000  0.000  4.826  4.654
 52  78 -0.003  -1095.381  -7.4  -9.1 -12.06  -8.11  4.735 -0.003 -0.003  0.000  0.000  4.854  4.667
 52  80 -0.001  -1109.973  -7.1  -9.9  -7.14  -8.13  4.748 -0.001 -0.001  0.000  0.000  4.881  4.680
 52  82  0.000  -1123.907  -8.4 -10.6   0.00  -8.14  4.760  0.000 -0.001  0.000  0.000  4.906  4.692
 52  84  0.000  -1130.228  -3.1 -11.4  -7.30  -8.44  4.784  0.000  0.000  0.000  0.000  4.952  4.716
 52  86  0.116  -1136.811  -3.6 -12.5  -6.13  -6.16  4.814  0.120  0.108  0.085  0.064  5.004  4.747
 52  88  0.155  -1143.697  -3.3 -13.3  -6.22  -6.51  4.840  0.163  0.142  0.102  0.078  5.052  4.773
 52  90  0.173  -1149.871  -3.0 -14.0  -8.98  -7.89  4.863  0.182  0.158  0.084  0.067  5.096  4.796
 52  92  0.190  -1155.536  -2.8 -14.6 -11.24  -9.06  4.885  0.199  0.173  0.062  0.055  5.139  4.819
 52  94  0.211  -1160.770  -2.6 -15.2 -13.47  -9.79  4.909  0.220  0.193  0.053  0.052  5.184  4.843
 52  96  0.253  -1165.777  -2.5 -15.7 -13.93 -10.14  4.941  0.264  0.234  0.077  0.070  5.232  4.876
 52  98  0.290  -1170.654  -2.4 -16.2 -12.41 -10.60  4.972  0.301  0.268  0.093  0.083  5.279  4.907
 52 100  0.304  -1175.088  -2.1 -16.8 -12.13 -10.82  4.995  0.315  0.282  0.084  0.080  5.319  4.931
 52 102  0.300  -1178.975  -1.9 -17.3 -13.24 -10.77  5.012  0.310  0.280  0.061  0.066  5.352  4.947
 52 104  0.291  -1182.415  -1.6 -17.8 -13.94 -10.78  5.026  0.300  0.273  0.036  0.051  5.385  4.962
 52 106  0.283  -1185.423  -1.4 -18.3 -14.35 -10.90  5.041  0.291  0.267  0.013  0.037  5.418  4.977
 52 108  0.272  -1187.997  -1.2 -18.8 -14.70 -11.11  5.053  0.278  0.259 -0.007  0.025  5.452  4.990
 52 110 -0.152  -1190.421  -1.2 -19.1 -18.76 -11.34  5.026 -0.159 -0.136 -0.005  0.012  5.460  4.962
 52 112 -0.131  -1192.682  -1.1 -19.6 -19.83 -11.33  5.037 -0.136 -0.119 -0.014  0.005  5.490  4.973
 52 114 -0.101  -1194.692  -1.0 -20.0 -21.14 -11.44  5.045 -0.103 -0.095 -0.016  0.000  5.521  4.981
 52 116 -0.055  -1196.529  -0.9 -20.3 -22.46 -11.89  5.052 -0.055 -0.056 -0.005  0.000  5.550  4.988
 52 118  0.033  -1198.307  -0.8 -20.8 -21.25 -12.34  5.066  0.032  0.036  0.001  0.002  5.577  5.002
 52 120  0.000  -1199.892  -0.7 -21.3 -19.03 -12.71  5.081  0.000  0.000  0.000  0.000  5.600  5.018
 52 122  0.000  -1201.277  -0.6 -21.9 -14.93 -12.95  5.098  0.000  0.000  0.000  0.000  5.623  5.035
 52 124  0.000  -1202.431  -0.5 -22.5  -9.06 -13.20  5.114  0.000  0.000  0.000  0.000  5.644  5.051
 52 126  0.000  -1203.302   0.4 -23.1  -0.01 -13.44  5.130  0.000  0.000  0.000  0.000  5.662  5.068
 54  56  0.200   -894.829 -12.7   0.2  -5.28  -4.35  4.652  0.199  0.201  0.055  0.063  4.521  4.583
 54  58  0.201   -919.357 -11.9  -0.8  -7.06  -4.91  4.667  0.202  0.201  0.036  0.047  4.560  4.598
 54  60  0.206   -942.408 -11.3  -1.6 -10.30  -5.24  4.683  0.208  0.204  0.032  0.043  4.601  4.614
 54  62  0.222   -964.444 -10.8  -2.5 -12.37  -5.65  4.701  0.226  0.217  0.041  0.049  4.643  4.632
 54  64 -0.184   -985.774 -10.6  -3.0 -10.63  -7.40  4.710 -0.189 -0.178  0.048  0.051  4.671  4.642
 54  66 -0.190  -1006.524 -10.1  -3.8  -9.09  -7.53  4.724 -0.196 -0.182  0.043  0.047  4.705  4.656
 54  68 -0.190  -1026.017  -9.4  -4.5  -9.14  -7.54  4.738 -0.197 -0.182  0.033  0.039  4.739  4.670
 54  70  0.194  -1044.586  -9.2  -5.5 -12.24  -5.13  4.749  0.198  0.190  0.034  0.043  4.771  4.681
 54  72  0.177  -1062.596  -8.8  -6.1 -11.34  -5.08  4.758  0.179  0.174  0.028  0.036  4.798  4.690
 54  74  0.153  -1079.751  -8.4  -6.8 -11.10  -5.44  4.766  0.153  0.153  0.019  0.027  4.823  4.698
 54  76  0.119  -1096.231  -8.1  -7.4 -10.88  -6.57  4.773  0.117  0.121  0.009  0.015  4.848  4.706
 54  78  0.070  -1112.305  -8.0  -8.0 -10.07  -8.56  4.780  0.067  0.073 -0.001  0.001  4.870  4.713
 54  80  0.000  -1128.364  -7.9  -8.7  -7.14 -10.08  4.789  0.000  0.000  0.000  0.000  4.893  4.722
 54  82 -0.001  -1143.899  -9.3  -9.4   0.00  -9.93  4.800  0.000 -0.001  0.000  0.000  4.918  4.733
 54  84  0.000  -1151.700  -3.9 -10.2  -6.75 -10.08  4.825  0.000  0.000  0.000  0.000  4.961  4.758
 54  86  0.126  -1160.186  -4.4 -10.9  -4.94  -6.27  4.856  0.127  0.125  0.075  0.059  5.012  4.789
 54  88  0.163  -1168.603  -4.1 -11.6  -5.52  -5.49  4.879  0.168  0.156  0.091  0.069  5.058  4.813
 54  90  0.180  -1176.256  -3.7 -12.3  -7.66  -5.54  4.901  0.187  0.169  0.077  0.061  5.099  4.835
 54  92  0.194  -1183.216  -3.4 -13.0  -9.97  -6.04  4.921  0.202  0.180  0.061  0.052  5.141  4.856
 54  94  0.211  -1189.616  -3.1 -13.6 -12.47  -6.78  4.943  0.221  0.195  0.056  0.052  5.183  4.878
 54  96  0.243  -1195.696  -3.0 -14.2 -13.29  -8.05  4.970  0.254  0.223  0.072  0.064  5.227  4.905
 54  98  0.282  -1201.606  -2.9 -14.8 -11.52 -10.02  5.001  0.293  0.260  0.092  0.081  5.274  4.937
 54 100  0.299  -1207.114  -2.6 -15.4 -10.77 -11.02  5.026  0.311  0.278  0.085  0.080  5.314  4.962
 54 102  0.293  -1212.064  -2.4 -15.9 -11.85 -11.11  5.041  0.303  0.273  0.059  0.063  5.345  4.977
 54 104  0.285  -1216.565  -2.2 -16.4 -12.23 -11.19  5.056  0.294  0.266  0.033  0.045  5.376  4.992
 54 106  0.277  -1220.591  -1.9 -16.9 -12.49 -11.30  5.070  0.285  0.260  0.008  0.030  5.408  5.007
 54 108  0.265  -1224.147  -1.7 -17.4 -12.96 -11.33  5.082  0.272  0.251 -0.014  0.016  5.440  5.019
 54 110  0.234  -1227.265  -1.5 -18.0 -15.41 -10.71  5.087  0.239  0.222 -0.020  0.011  5.464  5.023
 54 112 -0.152  -1230.464  -1.5 -18.3 -16.71 -10.86  5.078 -0.159 -0.138 -0.014  0.005  5.481  5.014
 54 114  0.146  -1233.342  -1.5 -18.9 -18.98  -9.35  5.091  0.147  0.144 -0.002  0.013  5.509  5.028
 54 116  0.120  -1236.152  -1.4 -19.3 -18.64  -9.82  5.100  0.119  0.122 -0.001  0.009  5.538  5.037
 54 118  0.093  -1238.779  -1.3 -19.7 -17.62 -10.57  5.109  0.091  0.098 -0.002  0.004  5.566  5.046
 54 120  0.062  -1241.243  -1.2 -20.1 -16.12 -11.61  5.120  0.059  0.068 -0.004 -0.001  5.590  5.057
 54 122  0.000  -1243.681  -1.2 -20.7 -14.32 -12.81  5.132  0.000  0.000  0.000  0.000  5.611  5.069
 54 124  0.000  -1246.019  -1.1 -21.2  -8.40 -12.85  5.147  0.000  0.000  0.000  0.000  5.633  5.085
 54 126  0.000  -1248.101   0.1 -21.8   0.00 -12.89  5.162  0.000  0.000  0.000  0.000  5.654  5.100
 56  58  0.225   -919.353 -12.8   0.6  -6.01  -5.60  4.720  0.221  0.229  0.028  0.036  4.583  4.651
 56  60  0.234   -944.111 -12.1  -0.3  -9.32  -6.08  4.735  0.233  0.235  0.028  0.034  4.625  4.667
 56  62  0.262   -967.879 -11.7  -1.1 -10.64  -6.79  4.755  0.264  0.259  0.049  0.052  4.671  4.688
 56  64  0.297   -990.855 -11.3  -2.0  -9.37  -8.46  4.781  0.302  0.292  0.069  0.071  4.719  4.714
 56  66  0.303  -1012.841 -10.7  -2.8  -8.64  -9.05  4.797  0.307  0.298  0.048  0.053  4.755  4.730
 56  68  0.262  -1033.798 -10.3  -3.5 -10.12  -7.84  4.796  0.267  0.257  0.027  0.034  4.774  4.728
 56  70  0.227  -1053.999  -9.9  -4.1 -10.03  -7.20  4.798  0.230  0.224  0.018  0.026  4.794  4.731
 56  72  0.202  -1073.342  -9.5  -4.8  -9.43  -6.98  4.804  0.203  0.200  0.009  0.018  4.817  4.737
 56  74  0.173  -1091.813  -9.0  -5.4  -9.13  -6.77  4.810  0.172  0.173  0.000  0.007  4.841  4.743
 56  76  0.134  -1109.564  -8.8  -6.0  -9.56  -6.65  4.816  0.132  0.137 -0.008 -0.003  4.863  4.749
 56  78  0.081  -1126.950  -8.7  -6.7  -9.27  -7.65  4.821  0.079  0.085 -0.009 -0.007  4.884  4.754
 56  80  0.000  -1144.515  -8.7  -7.5  -7.10  -8.95  4.828  0.000  0.000  0.000  0.000  4.906  4.761
 56  82 -0.001  -1161.554 -10.1  -8.3   0.00  -8.65  4.838  0.000 -0.001  0.000  0.000  4.930  4.772
 56  84  0.000  -1170.922  -4.6  -9.1  -6.20  -8.55  4.863  0.000  0.000  0.000  0.000  4.972  4.797
 56  86  0.110  -1180.459  -4.9  -9.5  -5.07  -7.47  4.892  0.110  0.110  0.052  0.039  5.018  4.826
 56  88  0.157  -1190.025  -4.7 -10.1  -5.83  -8.01  4.916  0.160  0.152  0.072  0.053  5.064  4.851
 56  90  0.182  -1199.109  -4.4 -10.7  -6.76  -7.99  4.938  0.187  0.174  0.065  0.049  5.105  4.873
 56  92  0.198  -1207.439  -4.0 -11.4  -8.88  -8.03  4.958  0.204  0.188  0.051  0.042  5.146  4.893
 56  94  0.219  -1215.145  -3.8 -12.1 -11.39  -8.40  4.980  0.226  0.206  0.052  0.046  5.187  4.915
 56  96  0.267  -1222.599  -3.7 -12.8 -10.66  -9.95  5.013  0.276  0.251  0.099  0.086  5.235  4.949
 56  98  0.301  -1229.852  -3.5 -13.6  -8.80 -11.30  5.044  0.310  0.284  0.116  0.105  5.280  4.980
 56 100  0.315  -1236.524  -3.2 -14.1  -8.05 -12.10  5.066  0.324  0.298  0.101  0.098  5.318  5.003
 56 102  0.298  -1242.508  -2.9 -14.7 -10.03 -12.06  5.077  0.307  0.280  0.065  0.068  5.345  5.013
 56 104  0.285  -1248.076  -2.7 -15.2 -10.44 -11.91  5.088  0.294  0.268  0.033  0.044  5.372  5.025
 56 106  0.277  -1253.144  -2.4 -15.7 -10.58 -11.78  5.102  0.285  0.261  0.006  0.025  5.403  5.039
 56 108  0.263  -1257.693  -2.2 -16.2 -11.25 -11.43  5.113  0.271  0.249 -0.019  0.008  5.433  5.050
 56 110  0.237  -1261.813  -2.0 -16.7 -13.07 -10.44  5.120  0.243  0.224 -0.032 -0.002  5.458  5.057
 56 112  0.190  -1265.794  -2.0 -17.1 -15.71  -8.61  5.121  0.195  0.181 -0.025 -0.002  5.475  5.058
 56 114  0.162  -1269.703  -1.9 -17.5 -15.61  -7.96  5.129  0.165  0.156 -0.026 -0.006  5.500  5.067
 56 116  0.136  -1273.369  -1.8 -17.9 -15.56  -7.75  5.138  0.137  0.134 -0.024 -0.009  5.527  5.075
 56 118  0.105  -1276.838  -1.7 -18.3 -15.68  -8.15  5.146  0.104  0.107 -0.019 -0.009  5.554  5.083
 56 120  0.065  -1280.228  -1.7 -18.9 -15.46  -9.23  5.154  0.063  0.068 -0.011 -0.007  5.579  5.092
 56 122  0.000  -1283.778  -1.8 -19.5 -13.94 -10.14  5.165  0.000  0.000  0.000  0.000  5.602  5.103
