
   The included below is "mass table" calculated with the DDPC1 covariant 
energy density functional. It represent a part of the study of the global
performance of covariant energy density functionals and assesment of 
related systematic theoretical uncertainties. The major results of this
study are presented in the following publication: 

      S. E. Agbemava, A. V. Afanasjev, D. Ray and P. Ring,
     "Global performance of covariant energy density functionals: 
      Ground state observables of even-even nuclei and the estimate 
      of theoretical uncertainties", 
      Physical Review C 89, 054320 (2014)

with additional analysis provided in two follow-up publications 

      A.V.Afanasjev and S.E.Agbemava,
      "Covariant energy density functionals: Nuclear matter constraints 
       and global ground state properties"
      Phys. Rev. C 93, 054310 (2016)

      A.V. Afanasjev, S.E. Agbemava, D. Ray and P.Ring,
      "Neutron drip line: Single-particle degrees of freedom and
      pairing properties as sources of theoretical uncertainties"
      Phys. Rev. C 91, 014324 (2015).

 
  If you have questions, please, contact Anatoli Afanasjev at 
           Anatoli.Afanasjev@gmail.com

------------------------------------------------------------------------

  THE NOTATION OF THE OBSERVABLES INCLUDED INTO TABLE
 
  Z    - proton number
  N    - neutron number
 def   - equilibrium quadrupole deformation
  E    - total binding energy  (in MeV)
Lam_n  - neutron chemical potential  (in MeV)
Lam_p  - proton chemical potential (in MeV)
Ep_n   - neutron pairing energy  (in MeV)
Ep_p   - proton pairing energy  (in MeV)
Rc     - charge radius  (in fm)
B2_n   - neutron quadrupole deformation
B2_p   - proton quadrupole deformation
B4_n   - neutron hexadecapole deformation
B4_p   - neutron hexadecapole deformation
R2_n   - neutron mass radius (in fm)
R2_p   - proton mass radius (in fm)

c --------------------------------------------------------------------------
    This part of Fortran subroutine shows the formating used in the reading
    of the data from the table. 
  
     icount=1761
      do i=1,icount
        read(20,805) Z,N,def,E,ALam_n,ALam_p,Ep_n,Ep_p,Rc,
     *                B2_n,B2_p,B4_n,B4_p,R2_n,R2_p
      enddo
 70 128  0.001  -1522.572  -1.5 -12.9  -7.51 -23.21  5.405  0.001  0.001  0.000  0.000  5.687  5.346
 70 130  0.077  -1525.620  -1.9 -13.3  -9.62 -21.15  5.430  0.076  0.081  0.046  0.031  5.726  5.371
 70 132  0.133  -1529.815  -2.2 -13.6  -8.28 -18.22  5.460  0.132  0.136  0.093  0.066  5.768  5.401
 70 134  0.164  -1534.023  -2.1 -14.0 -10.32 -16.66  5.485  0.163  0.165  0.100  0.072  5.805  5.426
 70 136  0.191  -1538.081  -2.0 -14.3 -12.62 -15.36  5.510  0.191  0.192  0.106  0.077  5.843  5.452
 70 138  0.225  -1542.126  -2.0 -14.7 -13.56 -14.57  5.540  0.225  0.225  0.128  0.098  5.883  5.482
 70 140  0.263  -1546.261  -2.0 -15.0 -12.38 -14.33  5.573  0.263  0.263  0.159  0.128  5.926  5.516
 70 142  0.289  -1550.234  -1.9 -15.5 -11.22 -13.98  5.601  0.289  0.288  0.169  0.142  5.964  5.544
 70 144  0.304  -1553.803  -1.7 -15.9 -10.45 -13.83  5.624  0.305  0.303  0.164  0.143  5.998  5.566
 70 146  0.308  -1556.846  -1.4 -16.3 -11.54 -13.99  5.640  0.309  0.306  0.139  0.125  6.027  5.583
 70 148  0.309  -1559.533  -1.3 -16.7 -11.89 -14.15  5.655  0.310  0.306  0.110  0.102  6.053  5.598
 70 150  0.310  -1561.861  -1.1 -17.1 -11.73 -14.22  5.670  0.312  0.307  0.082  0.083  6.081  5.613
 70 152  0.309  -1563.762  -0.9 -17.4 -12.40 -14.16  5.683  0.311  0.305  0.052  0.063  6.110  5.626
 70 154  0.306  -1565.309  -0.7 -17.8 -13.08 -13.92  5.695  0.308  0.301  0.023  0.043  6.137  5.639
 70 156  0.298  -1566.553  -0.6 -18.2 -13.50 -13.59  5.707  0.301  0.294 -0.003  0.023  6.162  5.650
 70 158  0.288  -1567.517  -0.4 -18.6 -13.55 -13.30  5.717  0.290  0.284 -0.027  0.006  6.185  5.661
 70 160  0.278  -1568.186  -0.3 -19.0 -13.37 -13.18  5.728  0.279  0.275 -0.047 -0.009  6.209  5.672
 70 162  0.267  -1568.500  -0.1 -19.3 -13.98 -13.23  5.737  0.268  0.266 -0.066 -0.022  6.235  5.681
 70 164  0.256  -1568.512   0.0 -19.6 -14.42 -13.42  5.747  0.256  0.257 -0.084 -0.033  6.263  5.691
 72  80 -0.119  -1195.058 -12.8   0.4  -1.27 -15.19  5.123 -0.111 -0.128 -0.028 -0.027  5.028  5.060
 72  82  0.000  -1222.336 -15.0  -0.2   0.00 -20.95  5.115  0.000  0.000  0.000  0.000  5.036  5.052
 72  84 -0.065  -1241.535  -9.8  -0.9  -4.41 -19.27  5.140 -0.059 -0.071  0.011  0.009  5.077  5.077
 72  86  0.137  -1261.597 -10.1  -1.3  -5.08 -14.93  5.169  0.130  0.146  0.052  0.043  5.121  5.107
 72  88  0.175  -1281.576  -9.8  -1.8  -6.35 -12.53  5.193  0.169  0.183  0.058  0.045  5.160  5.131
 72  90  0.200  -1300.864  -9.5  -2.3  -8.18 -10.78  5.215  0.195  0.206  0.048  0.034  5.198  5.153
 72  92  0.224  -1319.500  -9.2  -2.8 -10.14  -9.32  5.236  0.220  0.228  0.044  0.029  5.236  5.175
 72  94  0.253  -1337.632  -9.0  -3.2 -11.06  -8.81  5.260  0.251  0.255  0.060  0.041  5.277  5.199
 72  96  0.307  -1355.501  -8.8  -3.7  -8.60 -10.66  5.298  0.304  0.310  0.109  0.093  5.329  5.238
 72  98  0.331  -1372.843  -8.5  -4.2  -7.20 -10.56  5.324  0.328  0.335  0.107  0.096  5.369  5.263
 72 100  0.338  -1389.313  -8.0  -4.8  -6.80 -10.09  5.341  0.336  0.341  0.083  0.076  5.400  5.281
 72 102  0.323  -1404.947  -7.7  -5.3  -7.58  -9.12  5.349  0.323  0.324  0.047  0.041  5.422  5.288
 72 104  0.305  -1420.016  -7.4  -5.8  -7.14  -7.66  5.354  0.305  0.304  0.012  0.009  5.441  5.294
 72 106  0.294  -1434.403  -6.9  -6.3  -5.42  -6.61  5.364  0.295  0.293 -0.015 -0.014  5.464  5.304
 72 108  0.284  -1447.753  -6.5  -6.9  -5.92  -5.92  5.375  0.284  0.283 -0.042 -0.035  5.489  5.315
 72 110  0.274  -1460.335  -6.1  -7.5  -5.33  -5.67  5.386  0.274  0.275 -0.066 -0.052  5.515  5.326
 72 112  0.265  -1472.126  -5.5  -8.1  -2.54  -5.71  5.398  0.263  0.267 -0.088 -0.067  5.541  5.338
 72 114  0.231  -1482.654  -5.3  -8.9  -6.36  -6.39  5.399  0.228  0.235 -0.081 -0.062  5.553  5.339
 72 116  0.197  -1493.086  -5.3  -9.5  -6.01  -8.21  5.400  0.193  0.204 -0.075 -0.057  5.565  5.341
 72 118  0.169  -1503.337  -4.8 -10.0  -2.60 -10.50  5.403  0.164  0.177 -0.074 -0.058  5.580  5.344
 72 120 -0.138  -1512.859  -5.1 -10.3  -8.13 -15.66  5.398 -0.136 -0.142 -0.025 -0.015  5.597  5.339
 72 122 -0.100  -1523.129  -5.2 -10.8  -6.36 -18.03  5.401 -0.097 -0.104 -0.033 -0.024  5.614  5.342
 72 124 -0.076  -1533.437  -4.8 -11.3  -0.01 -19.38  5.408 -0.074 -0.080 -0.040 -0.030  5.633  5.349
 72 126  0.000  -1543.903  -5.9 -11.7   0.00 -22.26  5.410  0.000  0.000  0.000  0.000  5.653  5.351
 72 128  0.000  -1547.684  -1.9 -12.1  -7.40 -22.48  5.430  0.000  0.000  0.000  0.000  5.686  5.371
 72 130  0.058  -1551.471  -2.1 -12.5 -11.03 -21.24  5.453  0.057  0.062  0.024  0.017  5.722  5.394
 72 132  0.122  -1556.234  -2.5 -12.8  -9.18 -18.28  5.480  0.121  0.124  0.078  0.053  5.763  5.422
 72 134  0.153  -1561.111  -2.4 -13.1 -10.66 -16.85  5.505  0.153  0.154  0.088  0.060  5.800  5.446
 72 136  0.179  -1565.842  -2.4 -13.4 -12.74 -15.76  5.529  0.180  0.179  0.091  0.063  5.836  5.470
 72 138  0.214  -1570.523  -2.4 -13.7 -13.82 -15.37  5.558  0.214  0.213  0.113  0.083  5.876  5.500
 72 140  0.261  -1575.417  -2.5 -14.1 -12.25 -15.10  5.597  0.260  0.262  0.154  0.124  5.922  5.539
 72 142  0.287  -1580.202  -2.3 -14.5 -11.25 -14.30  5.625  0.287  0.288  0.163  0.136  5.961  5.567
 72 144  0.301  -1584.583  -2.1 -14.9 -10.71 -13.84  5.646  0.301  0.302  0.155  0.133  5.994  5.589
 72 146  0.306  -1588.476  -1.9 -15.3 -11.45 -13.65  5.663  0.306  0.306  0.131  0.116  6.022  5.606
 72 148  0.308  -1592.010  -1.7 -15.7 -11.28 -13.53  5.679  0.309  0.307  0.105  0.097  6.049  5.623
 72 150  0.310  -1595.136  -1.4 -16.1 -10.76 -13.45  5.695  0.310  0.308  0.080  0.079  6.076  5.638
 72 152  0.308  -1597.760  -1.2 -16.5 -11.72 -13.29  5.708  0.309  0.305  0.051  0.058  6.104  5.651
 72 154  0.303  -1600.022  -1.1 -16.8 -12.56 -12.95  5.719  0.305  0.299  0.022  0.037  6.130  5.663
 72 156  0.294  -1602.007  -0.9 -17.2 -12.85 -12.41  5.730  0.296  0.290 -0.005  0.017  6.153  5.674
 72 158  0.283  -1603.746  -0.8 -17.6 -12.44 -11.77  5.740  0.285  0.279 -0.030 -0.002  6.175  5.684
 72 160  0.272  -1605.183  -0.6 -17.9 -11.60 -11.21  5.750  0.274  0.268 -0.051 -0.019  6.197  5.694
 72 162  0.261  -1606.199  -0.4 -18.3 -12.09 -10.83  5.760  0.262  0.259 -0.070 -0.033  6.222  5.704
 72 164  0.250  -1606.867  -0.3 -18.6 -12.46 -10.66  5.770  0.251  0.250 -0.088 -0.044  6.248  5.714
 72 166  0.239  -1607.229  -0.1 -18.9 -11.99 -10.71  5.779  0.239  0.241 -0.104 -0.054  6.275  5.723
 74  84 -0.048  -1242.490 -10.3  -0.1  -5.08 -18.34  5.169 -0.045 -0.053  0.006  0.004  5.086  5.106
 74  86  0.119  -1263.403 -10.5  -0.5  -5.76 -14.31  5.195  0.114  0.125  0.037  0.028  5.127  5.133
 74  88  0.155  -1284.228 -10.3  -0.9  -7.07 -11.87  5.218  0.151  0.160  0.042  0.028  5.166  5.156
 74  90  0.180  -1304.453  -9.9  -1.3  -8.42 -10.11  5.238  0.177  0.183  0.034  0.019  5.202  5.176
 74  92  0.199  -1323.992  -9.6  -1.8 -10.32  -8.97  5.257  0.198  0.201  0.028  0.013  5.238  5.196
 74  94  0.223  -1342.883  -9.3  -2.1 -11.99  -8.84  5.278  0.224  0.223  0.036  0.019  5.275  5.217
 74  96  0.312  -1361.855  -9.4  -2.7  -8.12 -10.31  5.332  0.309  0.316  0.121  0.108  5.343  5.271
 74  98  0.331  -1380.286  -9.0  -3.2  -7.03  -9.62  5.354  0.327  0.335  0.112  0.103  5.379  5.294
 74 100  0.337  -1397.795  -8.5  -3.7  -6.87  -9.37  5.371  0.334  0.341  0.090  0.085  5.410  5.311
 74 102  0.329  -1414.460  -8.2  -4.2  -7.20  -9.37  5.383  0.327  0.332  0.060  0.058  5.435  5.323
 74 104  0.311  -1430.493  -7.9  -4.7  -6.57  -9.33  5.389  0.311  0.312  0.025  0.026  5.455  5.329
 74 106  0.292  -1445.851  -7.4  -5.2  -5.28  -8.71  5.394  0.293  0.291 -0.009 -0.007  5.473  5.334
 74 108  0.275  -1460.281  -7.0  -5.7  -5.95  -7.27  5.400  0.276  0.272 -0.041 -0.037  5.494  5.341
 74 110  0.259  -1474.013  -6.7  -6.2  -5.71  -5.56  5.409  0.261  0.257 -0.068 -0.059  5.517  5.349
 74 112  0.245  -1487.000  -6.2  -6.7  -4.44  -4.10  5.418  0.246  0.243 -0.088 -0.074  5.539  5.358
 74 114  0.216  -1499.109  -6.0  -7.5  -6.36  -4.07  5.421  0.215  0.217 -0.086 -0.073  5.553  5.361
 74 116  0.187  -1510.879  -5.9  -8.2  -5.63  -5.61  5.423  0.184  0.191 -0.080 -0.067  5.566  5.364
 74 118  0.162  -1522.333  -5.4  -8.9  -1.58  -7.52  5.426  0.158  0.168 -0.078 -0.065  5.581  5.366
 74 120 -0.127  -1532.675  -5.7  -9.4  -8.47 -14.82  5.419 -0.125 -0.128 -0.028 -0.022  5.597  5.360
 74 122 -0.095  -1543.996  -5.7 -10.0  -6.31 -16.41  5.424 -0.093 -0.098 -0.034 -0.027  5.614  5.365
 74 124 -0.073  -1555.268  -5.2 -10.5  -0.01 -17.50  5.431 -0.072 -0.076 -0.040 -0.031  5.634  5.372
 74 126  0.000  -1566.559  -6.2 -10.9   0.00 -20.44  5.433  0.000  0.000  0.000  0.000  5.653  5.374
 74 128  0.000  -1571.212  -2.4 -11.3  -7.28 -20.65  5.454  0.000  0.000  0.000  0.000  5.686  5.395
 74 130  0.026  -1575.775  -2.3 -11.8 -12.54 -20.53  5.474  0.025  0.028  0.004  0.003  5.719  5.415
 74 132  0.105  -1580.992  -2.7 -12.0 -10.58 -17.61  5.501  0.105  0.106  0.059  0.039  5.758  5.442
 74 134  0.138  -1586.459  -2.7 -12.2 -11.33 -16.44  5.524  0.139  0.137  0.074  0.048  5.795  5.465
 74 136  0.164  -1591.805  -2.7 -12.5 -13.07 -15.66  5.547  0.166  0.162  0.078  0.051  5.830  5.489
 74 138  0.200  -1597.079  -2.7 -12.8 -14.07 -15.80  5.576  0.202  0.198  0.101  0.072  5.870  5.518
 74 140  0.255  -1602.702  -2.8 -13.2 -12.02 -15.46  5.617  0.255  0.256  0.150  0.120  5.919  5.560
 74 142  0.281  -1608.242  -2.7 -13.5 -11.29 -14.48  5.645  0.281  0.282  0.156  0.129  5.957  5.588
 74 144  0.296  -1613.405  -2.5 -13.9 -11.01 -13.80  5.667  0.296  0.297  0.146  0.124  5.990  5.610
 74 146  0.303  -1618.138  -2.3 -14.3 -11.40 -13.22  5.686  0.303  0.304  0.125  0.108  6.018  5.629
 74 148  0.307  -1622.516  -2.1 -14.7 -10.78 -12.77  5.703  0.307  0.308  0.102  0.092  6.046  5.647
 74 150  0.310  -1626.446  -1.8 -15.1  -9.86 -12.48  5.720  0.310  0.311  0.079  0.076  6.074  5.664
 74 152  0.309  -1629.787  -1.6 -15.5 -11.05 -12.33  5.734  0.309  0.309  0.052  0.058  6.101  5.678
 74 154  0.305  -1632.736  -1.4 -15.8 -11.98 -12.29  5.746  0.306  0.304  0.025  0.039  6.127  5.690
 74 156  0.296  -1635.402  -1.3 -16.2 -12.20 -12.29  5.757  0.297  0.295 -0.002  0.019  6.150  5.701
 74 158  0.284  -1637.832  -1.2 -16.5 -11.55 -12.21  5.767  0.285  0.282 -0.026 -0.001  6.171  5.711
 74 160  0.272  -1639.975  -1.0 -16.8 -10.26 -11.94  5.777  0.273  0.269 -0.049 -0.020  6.191  5.721
 74 162  0.260  -1641.666  -0.8 -17.2 -10.54 -11.48  5.786  0.261  0.257 -0.070 -0.037  6.215  5.731
 74 164  0.247  -1642.973  -0.6 -17.5 -11.02 -10.91  5.795  0.248  0.246 -0.089 -0.050  6.239  5.739
 74 166  0.234  -1643.963  -0.4 -17.8 -10.73 -10.35  5.803  0.234  0.234 -0.105 -0.061  6.265  5.747
 74 168  0.219  -1644.563  -0.2 -18.1 -10.97 -10.05  5.809  0.218  0.221 -0.114 -0.068  6.288  5.754
 74 170  0.195  -1644.817  -0.1 -18.4 -13.34 -10.76  5.812  0.193  0.199 -0.107 -0.066  6.305  5.756
 74 172  0.166  -1645.105  -0.2 -18.9 -13.97 -12.75  5.813  0.163  0.171 -0.093 -0.059  6.319  5.757
 74 174  0.140  -1645.424  -0.2 -19.2 -13.59 -14.91  5.815  0.137  0.148 -0.081 -0.053  6.338  5.759
 74 176  0.112  -1645.674  -0.2 -19.5 -14.33 -17.47  5.815  0.108  0.122 -0.063 -0.045  6.361  5.759
 74 178 -0.086  -1646.303  -0.4 -19.9 -14.85 -21.54  5.815 -0.086 -0.086 -0.041 -0.023  6.377  5.760
 74 180 -0.004  -1647.190  -0.6 -20.2 -15.52 -24.20  5.818 -0.003 -0.005  0.000  0.000  6.398  5.762
 74 182 -0.001  -1648.287  -0.5 -20.5  -8.87 -24.30  5.827 -0.001 -0.002  0.000  0.000  6.423  5.771
 74 184  0.000  -1649.121   0.6 -20.7  -0.01 -24.38  5.835  0.000 -0.001  0.000  0.000  6.448  5.779
 76  86  0.091  -1263.656 -10.9   0.2  -6.95 -13.39  5.221  0.088  0.095  0.021  0.014  5.134  5.159
 76  88  0.127  -1285.230 -10.7  -0.1  -7.99 -11.27  5.241  0.125  0.129  0.026  0.014  5.171  5.180
 76  90  0.151  -1306.236 -10.4  -0.5  -9.31  -9.80  5.260  0.151  0.151  0.021  0.007  5.206  5.199
 76  92  0.167  -1326.563 -10.0  -0.9 -11.12  -8.76  5.277  0.169  0.166  0.013 -0.001  5.239  5.216
 76  94  0.182  -1346.219  -9.7  -1.3 -13.05  -8.21  5.295  0.185  0.179  0.008 -0.005  5.273  5.234
 76  96  0.302  -1366.061  -9.9  -1.6  -8.11 -11.31  5.356  0.300  0.304  0.121  0.108  5.349  5.296
 76  98  0.323  -1385.465  -9.5  -2.1  -7.18 -11.15  5.380  0.321  0.326  0.112  0.103  5.387  5.320
 76 100  0.332  -1404.015  -9.1  -2.6  -7.20 -10.83  5.399  0.329  0.335  0.090  0.085  5.419  5.339
 76 102  0.328  -1421.789  -8.7  -3.2  -7.23 -10.45  5.413  0.326  0.331  0.062  0.061  5.446  5.353
 76 104  0.316  -1438.892  -8.4  -3.7  -6.15 -10.18  5.422  0.314  0.318  0.033  0.035  5.468  5.363
 76 106  0.300  -1455.186  -7.9  -4.2  -5.00  -9.96  5.428  0.299  0.301  0.002  0.007  5.487  5.368
 76 108  0.281  -1470.484  -7.4  -4.7  -5.62  -9.49  5.433  0.281  0.281 -0.030 -0.023  5.507  5.374
 76 110  0.259  -1485.037  -7.1  -5.0  -5.96  -8.77  5.437  0.260  0.257 -0.058 -0.048  5.525  5.378
 76 112  0.227  -1498.968  -6.9  -5.5  -6.99  -7.34  5.435  0.229  0.223 -0.074 -0.063  5.538  5.375
 76 114  0.188  -1512.641  -6.8  -6.2  -8.29  -5.78  5.431  0.190  0.185 -0.072 -0.062  5.546  5.372
 76 116  0.165  -1526.071  -6.6  -6.9  -6.57  -5.63  5.435  0.165  0.164 -0.072 -0.062  5.562  5.376
 76 118  0.146  -1538.942  -6.0  -7.6  -2.01  -6.06  5.441  0.145  0.148 -0.074 -0.063  5.580  5.382
 76 120 -0.115  -1550.733  -6.3  -8.6  -8.94 -12.70  5.440 -0.114 -0.115 -0.030 -0.026  5.597  5.381
 76 122 -0.087  -1563.211  -6.2  -9.1  -6.35 -13.77  5.446 -0.086 -0.089 -0.034 -0.028  5.615  5.387
 76 124 -0.069  -1575.463  -5.7  -9.6   0.00 -14.63  5.453 -0.068 -0.071 -0.039 -0.031  5.635  5.394
 76 126  0.000  -1587.563  -6.6 -10.1   0.00 -17.47  5.456  0.000  0.000  0.000  0.000  5.654  5.397
 76 128  0.000  -1593.139  -2.8 -10.5  -7.16 -17.67  5.476  0.000  0.000  0.000  0.000  5.686  5.418
 76 130  0.000  -1598.519  -2.7 -11.0 -12.78 -17.85  5.496  0.000  0.000  0.000  0.000  5.718  5.438
 76 132  0.078  -1604.172  -2.9 -11.2 -12.99 -16.06  5.520  0.078  0.078  0.032  0.020  5.753  5.461
 76 134  0.116  -1610.130  -3.0 -11.4 -12.76 -15.22  5.542  0.118  0.113  0.057  0.035  5.789  5.484
 76 136  0.144  -1616.024  -2.9 -11.7 -13.86 -15.00  5.564  0.147  0.138  0.065  0.040  5.824  5.506
 76 138  0.184  -1621.843  -3.0 -11.9 -14.44 -15.90  5.593  0.187  0.178  0.091  0.064  5.864  5.535
 76 140  0.245  -1628.141  -3.2 -12.3 -11.81 -15.77  5.635  0.245  0.243  0.145  0.116  5.914  5.578
 76 142  0.271  -1634.360  -3.0 -12.6 -11.22 -15.11  5.662  0.271  0.270  0.149  0.123  5.952  5.606
 76 144  0.288  -1640.251  -2.9 -12.9 -11.07 -14.55  5.686  0.288  0.287  0.140  0.117  5.985  5.629
 76 146  0.297  -1645.773  -2.7 -13.3 -11.21 -13.87  5.706  0.297  0.297  0.120  0.103  6.015  5.650
 76 148  0.304  -1650.957  -2.5 -13.7 -10.32 -13.18  5.725  0.303  0.304  0.099  0.088  6.043  5.669
 76 150  0.308  -1655.676  -2.2 -14.1  -9.10 -12.59  5.743  0.308  0.309  0.077  0.073  6.071  5.687
 76 152  0.308  -1659.745  -1.9 -14.4 -10.53 -12.24  5.758  0.308  0.309  0.052  0.056  6.099  5.703
 76 154  0.305  -1663.402  -1.8 -14.8 -11.57 -12.16  5.772  0.305  0.306  0.026  0.038  6.125  5.716
 76 156  0.297  -1666.772  -1.6 -15.2 -11.76 -12.32  5.784  0.297  0.297  0.001  0.020  6.148  5.728
 76 158  0.285  -1669.902  -1.5 -15.5 -10.90 -12.55  5.794  0.285  0.284 -0.023  0.001  6.168  5.739
 76 160  0.273  -1672.731  -1.3 -15.9  -9.27 -12.62  5.804  0.274  0.272 -0.045 -0.018  6.189  5.749
 76 162  0.261  -1675.057  -1.0 -16.2  -9.19 -12.57  5.814  0.262  0.260 -0.066 -0.035  6.211  5.759
 76 164  0.248  -1676.912  -0.9 -16.5 -10.02 -12.51  5.821  0.248  0.248 -0.084 -0.048  6.235  5.766
 76 166  0.233  -1678.422  -0.7 -16.7 -10.35 -12.47  5.827  0.233  0.233 -0.100 -0.059  6.259  5.772
 76 168  0.213  -1679.602  -0.6 -17.0 -11.31 -12.53  5.830  0.213  0.214 -0.107 -0.065  6.278  5.775
 76 170  0.181  -1680.657  -0.6 -17.4 -13.48 -12.89  5.827  0.180  0.181 -0.097 -0.062  6.288  5.772
 76 172  0.153  -1681.872  -0.6 -17.9 -12.89 -13.52  5.828  0.152  0.153 -0.088 -0.057  6.302  5.773
 76 174  0.130  -1682.983  -0.5 -18.3 -12.10 -14.49  5.831  0.129  0.132 -0.079 -0.053  6.322  5.776
 76 176 -0.109  -1684.115  -0.7 -18.8 -15.35 -18.24  5.829 -0.111 -0.105 -0.044 -0.026  6.344  5.773
 76 178 -0.081  -1685.415  -0.7 -19.1 -14.09 -19.26  5.834 -0.082 -0.079 -0.038 -0.022  6.363  5.779
 76 180 -0.003  -1686.962  -0.8 -19.5 -14.51 -21.40  5.837 -0.002 -0.003  0.000  0.000  6.384  5.782
 76 182 -0.001  -1688.562  -0.7 -19.7  -8.24 -21.54  5.846 -0.001 -0.001  0.000  0.000  6.410  5.791
 76 184  0.000  -1689.882   0.4 -20.0   0.00 -21.66  5.853  0.000 -0.001  0.000  0.000  6.436  5.798
 78  90  0.108  -1306.291 -10.7   0.1 -10.23  -8.45  5.281  0.111  0.106  0.008 -0.001  5.209  5.220
 78  92  0.123  -1327.351 -10.4  -0.2 -11.68  -7.85  5.297  0.126  0.119  0.001 -0.007  5.240  5.236
 78  94  0.135  -1347.754 -10.1  -0.6 -13.15  -7.48  5.311  0.140  0.129 -0.005 -0.013  5.271  5.251
 78  96  0.289  -1368.163 -10.4  -0.7  -7.61 -11.56  5.379  0.288  0.289  0.118  0.105  5.355  5.319
 78  98  0.314  -1388.542 -10.0  -1.2  -6.71 -11.65  5.404  0.313  0.315  0.110  0.101  5.394  5.345
 78 100  0.323  -1408.129  -9.6  -1.7  -6.92 -11.16  5.423  0.321  0.325  0.087  0.083  5.426  5.364
 78 102  0.321  -1427.020  -9.3  -2.2  -6.73 -10.38  5.438  0.319  0.323  0.060  0.059  5.453  5.379
 78 104  0.315  -1445.248  -8.9  -2.7  -5.18  -9.67  5.450  0.313  0.317  0.034  0.037  5.477  5.391
 78 106  0.302  -1462.541  -8.4  -3.2  -4.21  -9.38  5.457  0.301  0.304  0.007  0.014  5.498  5.399
 78 108  0.289  -1478.731  -7.9  -3.7  -4.69  -9.37  5.466  0.288  0.290 -0.021 -0.010  5.520  5.407
 78 110  0.267  -1494.037  -7.5  -4.1  -5.31  -9.78  5.469  0.267  0.268 -0.047 -0.033  5.538  5.410
 78 112 -0.159  -1508.845  -7.8  -5.4 -13.03  -8.42  5.429 -0.163 -0.153 -0.018 -0.019  5.517  5.370
 78 114 -0.150  -1524.133  -7.5  -6.0 -11.77  -8.10  5.438 -0.154 -0.145 -0.026 -0.025  5.539  5.378
 78 116 -0.141  -1538.862  -7.2  -6.5 -10.58  -7.95  5.446 -0.144 -0.136 -0.029 -0.027  5.560  5.387
 78 118 -0.126  -1553.057  -7.0  -7.1  -9.76  -7.94  5.453 -0.128 -0.122 -0.028 -0.026  5.579  5.394
 78 120 -0.103  -1566.872  -6.8  -7.7  -8.76  -8.23  5.460 -0.104 -0.102 -0.030 -0.027  5.597  5.401
 78 122 -0.079  -1580.468  -6.7  -8.3  -6.02  -9.06  5.466 -0.079 -0.079 -0.031 -0.027  5.616  5.408
 78 124  0.000  -1593.817  -6.7  -8.9  -4.99 -12.24  5.470  0.000  0.000  0.000  0.000  5.633  5.411
 78 126  0.000  -1606.887  -6.9  -9.3   0.00 -12.52  5.477  0.000  0.000  0.000  0.000  5.654  5.418
 78 128  0.001  -1613.235  -3.2  -9.7  -6.66 -12.66  5.498  0.001  0.001  0.000  0.000  5.686  5.439
 78 130  0.003  -1619.465  -3.1 -10.1 -11.87 -12.80  5.518  0.003  0.003  0.000  0.000  5.717  5.459
 78 132  0.036  -1625.591  -3.1 -10.5 -14.97 -12.49  5.538  0.036  0.035  0.006  0.003  5.749  5.480
 78 134  0.084  -1631.938  -3.2 -10.7 -14.46 -11.71  5.559  0.086  0.079  0.031  0.018  5.783  5.501
 78 136  0.113  -1638.288  -3.2 -10.9 -14.65 -11.98  5.579  0.117  0.105  0.045  0.027  5.817  5.521
 78 138  0.159  -1644.553  -3.2 -11.1 -14.31 -14.08  5.607  0.164  0.150  0.076  0.052  5.857  5.550
 78 140  0.232  -1651.491  -3.5 -11.4 -10.57 -14.86  5.652  0.234  0.228  0.142  0.113  5.910  5.595
 78 142  0.259  -1658.353  -3.4 -11.7 -10.03 -14.68  5.679  0.261  0.256  0.146  0.119  5.947  5.622
 78 144  0.277  -1664.942  -3.2 -12.0  -9.91 -14.28  5.703  0.279  0.275  0.137  0.114  5.980  5.646
 78 146  0.288  -1671.211  -3.1 -12.4  -9.88 -13.62  5.724  0.289  0.286  0.118  0.100  6.010  5.668
 78 148  0.296  -1677.166  -2.9 -12.7  -8.82 -12.90  5.744  0.297  0.295  0.097  0.085  6.039  5.688
 78 150  0.301  -1682.652  -2.6 -13.1  -7.30 -12.26  5.762  0.302  0.301  0.076  0.070  6.067  5.706
 78 152  0.302  -1687.419  -2.3 -13.4  -9.15 -11.74  5.778  0.302  0.302  0.051  0.052  6.094  5.722
 78 154  0.299  -1691.793  -2.1 -13.8 -10.34 -11.40  5.793  0.299  0.299  0.025  0.034  6.120  5.737
 78 156  0.292  -1695.907  -2.0 -14.2 -10.44 -11.27  5.806  0.292  0.293  0.001  0.017  6.144  5.751
 78 158  0.283  -1699.785  -1.9 -14.5  -9.35 -11.38  5.818  0.283  0.283 -0.021  0.000  6.165  5.762
 78 160  0.274  -1703.336  -1.7 -14.9  -7.41 -11.62  5.829  0.273  0.274 -0.042 -0.016  6.187  5.773
 78 162  0.263  -1706.321  -1.3 -15.2  -6.74 -11.93  5.840  0.263  0.264 -0.063 -0.033  6.209  5.784
 78 164  0.250  -1708.681  -1.1 -15.5  -8.18 -12.45  5.846  0.249  0.250 -0.080 -0.044  6.232  5.791
 78 166  0.233  -1710.676  -1.0 -15.8  -9.11 -13.05  5.850  0.232  0.234 -0.094 -0.054  6.254  5.795
 78 168  0.207  -1712.420  -0.9 -16.1 -10.77 -13.74  5.850  0.207  0.208 -0.098 -0.059  6.269  5.795
